ResponseID,AB_parcid,Transect,Front_fruit,Back_fruit,Other_fruit,Fruit_any,Front_evergreen,Back_evergreen,Other_evergreen,Everg_any,Front_decid,Back_decid,Other_decid,Decid_any,Front_vegbirds,Back_vegbirds,Other_vegbirds,Vegbird_any,Front_native,Back_native,Other_native,Native_any,Front_sum,Front_sum8,Back_sum,Back_sum8,Watering,Fertilizing,Insecticide,Herbicide,Collecting_rain,Water_feature,Brushpile,Encl_compost,Birdhouse,Birdfeeder,FEED_byfreq,WFI,SimpleWFI,WFIx,DOG_out,CAT_out,Birdawareness,ESTLOWCLEAN,ESTLOWCLEAN_BLANKS,ESTLOWCLEAN_mean,ESTLOWCLEAN_BL_SQRT,VALUE_A,VALUE_B,VALUE_C,VALUE_D,VALUE_E,VALUE_F,VALUE_G,VALUE_H,VALUE_I,VALUE_J,VALUE_K,ANNOY_A,ANNOY_B,ANNOY_C,ANNOY_D,ANNOY_E,ANNOY_F,ANNOY_G,ANNOY_H,ANNOY_I,ANNOY_J,AllValScore,AllValScore_blank,AllValScore_mean,AllValScore_bl_transf,Years_Chi,Years_home,Over18,Under18,Age,Age_blank,Age_mean,RentOwn,Edu,Edu_NA,Gender,Race,Income,Income_blank,Income_mean,SR_near4,AMCR.CT,AMGO.CT,AMRO.CT,BAOR.CT,BCCH.CT,BGGN.CT,BHCO.CT,BLJA.CT,BRTH.CT,CEDW.CT,CHSP.CT,COGR.CT,COYE.CT,DOWO.CT,EAPH.CT,EAWP.CT,EUCD.CT,EUST.CT,GCFL.CT,GRCA.CT,HAWO.CT,HOFI.CT,HOSP.CT,HOWR.CT,INBU.CT,MODO.CT,NOCA.CT,NOFL.CT,RBWO.CT,REVI.CT,RHWO.CT,RWBL.CT,SCTA.CT,SOSP.CT,SWSP.CT,WBNU.CT,YWAR.CT,SR_near4_bin,Native_near4,Exotic_near4,Mig_near4,Res_near4,NT_near4,I_near4,Feeder_near4,Colorful_near4,WFI_200m,SimpWFI_200m,WFIx_200m,FS8_200m,BS8_200m,FS_200m,BS_200m,n_200mparcels
127,755,Southcote,NA,NA,NA,0,1,NA,NA,1,1,1,NA,1,NA,NA,NA,0,1,1,NA,1,3,4,2,3,0,0,0,0,0,1,0,0,0,0,0,5,1,1,1,0,3,10,10,10,3.16227766,5,5,4,4,3,2,5,4,4,3,4,1,1,1,1,1,NA,2,1,1,2,4.3,4.3,4.3,1.303840481,15,6,2,1,44,44,44,,5,5,Male ,1,5,5,5,14,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,14,13,1,9,5,10,10,10,4,7.166666667,1.666666667,3,4,5.666666667,3.416666667,4.75,12
128,1969,Augusta,NA,1,NA,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,0,1,1,NA,1,5,6,5,6,1,1,0,0,0,1,0,0,1,1,1,9,3,4,0,0,7,7,7,7,2.645751311,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,4.476190476,4.476190476,4.476190476,1.2344268,50,21,2,0,73,73,73,Own,3,3,Female,1,NA,,3.51,12,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,12,11,1,6,6,9,9,9,5,5.692307692,1.230769231,1.846153846,4.384615385,4.692307692,3.923076923,4.230769231,13
129,773,Southcote,NA,NA,NA,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,1,1,NA,1,3,4,4,5,1,1,1,0,0,0,0,0,1,0,0,6,1,1,0,0,1,5,5,5,2.236067977,5,5,5,5,NA,5,5,5,5,5,5,2,2,2,2,4,2,4,2,NA,NA,4.333333333,4.333333333,4.333333333,1.290994449,68,43,2,0,68,68,68,Own,3,3,Female,1,NA,,3.51,14,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,14,13,1,9,5,10,10,10,4,6.909090909,1.545454545,2.818181818,4.090909091,5.454545455,3.454545455,4.545454545,11
130,816,Gage,1,1,NA,1,1,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,1,4,4,6,8,0,0,0,0,1,1,0,1,NA,1,0,9,2,4,1,0,0,14,14,14,3.741657387,5,5,4,4,5,4,5,4,5,4,5,1,1,1,1,1,1,1,1,1,1,4.761904762,4.761904762,4.761904762,1.11269728,17,16,2,3,48,48,48,Own,3,3,,1,4,4,4,14,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,14,13,1,9,5,10,10,10,4,6.3,1.3,2.3,3.8,5,3.1,4.2,10
131,853,Southcote,NA,1,NA,1,1,NA,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,4,5,4,5,1,NA,NA,NA,0,1,0,0,1,1,1,9,3,5,0,0,7,10,10,10,3.16227766,5,5,NA,5,5,NA,5,5,5,NA,5,1,1,1,1,1,1,1,1,1,1,5,5,5,1,ALL MY LIFE,MAY 20TH 1972,NA,NA,NA,,55.01,,NA,3.4,Female,NA,NA,,3.51,14,0,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,14,13,1,9,5,10,10,10,4,6.3,1.2,2.2,3.7,5.3,3.1,4.4,10
132,3,Gage,1,NA,NA,1,1,NA,NA,1,1,1,1,1,NA,NA,NA,0,NA,NA,NA,0,4,4,1,1,1,1,0,0,0,1,0,0,1,1,1,8,3,4,0,0,7,8,8,8,2.828427125,5,4,4,NA,4,1,NA,1,NA,4,5,1,1,3,3,4,1,1,1,1,1,3.944444444,3.944444444,3.944444444,1.433720878,53,20,1,0,53,53,53,Own,1,1,Male ,NA,NA,,3.51,9,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,7,2,7,2,8,4,7,2,6.692307692,1.692307692,2.384615385,4.461538462,5.538461538,3.692307692,4.769230769,13
133,1943,Gage,NA,1,NA,1,1,1,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,4,5,6,7,0,1,0,0,0,0,1,0,1,0,0,8,2,4,0,0,0,11,11,11,3.31662479,5,5,5,5,5,5,5,5,5,4,5,1,1,4,4,NA,2,4,NA,4,2,4.210526316,4.210526316,4.210526316,1.337712108,82,35,2,0,82,82,82,Own,2,2,Female,1,2,2,2,13,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,11,2,8,5,11,7,11,5,7.083333333,1.416666667,2.5,5,6,4.166666667,5,12
134,115,Gage,NA,NA,NA,0,NA,1,1,1,1,1,1,1,NA,NA,NA,0,NA,NA,NA,0,3,3,5,5,1,1,0,0,0,1,0,0,0,0,0,5,1,1,0,0,2,12,12,12,3.464101615,4,4,3,3,4,2,4,3,3,3,4,2,3,3,3,4,3,3,3,3,3,3.19047619,3.19047619,3.19047619,1.67616342,,,NA,NA,NA,,55.01,,NA,3.4,,NA,NA,,3.51,13,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,13,11,2,8,5,10,8,10,5,7.416666667,1.75,2.916666667,5,6.083333333,4.333333333,5.166666667,12
135,132,Gage,1,1,NA,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,1,1,1,6,8,6,7,1,1,1,1,1,1,0,0,1,1,1,10,3,5,0,0,6,10,10,10,3.16227766,5,5,5,5,5,NA,5,4,5,5,5,1,1,1,1,2,1,2,1,2,1,4.8,4.8,4.8,1.095445115,46,5,3,0,46,46,46,Own,3,3,Female,1,3,3,3,13,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,13,11,2,8,5,10,8,10,5,7,1.571428571,2.571428571,4.642857143,5.857142857,4.142857143,5.071428571,14
136,214,Gage,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,6,8,6,8,NA,0,0,0,NA,1,0,0,1,1,1,10,3,5,0,0,4,10,10,10,3.16227766,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,1,4.904761905,4.904761905,4.904761905,1.046536237,64,36,1,0,64,64,64,Own,2,2,Female,1,1,1,1,13,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,13,11,2,8,5,10,8,10,5,7.352941176,1.882352941,2.882352941,4.588235294,5.941176471,4.058823529,5.176470588,17
137,293,Gage,NA,NA,1,1,NA,NA,NA,0,1,1,NA,1,NA,NA,NA,0,1,1,NA,1,4,5,4,5,1,1,0,0,1,0,1,1,1,0,0,7,2,3,1,0,0,8,8,8,2.828427125,5,4,5,3,5,3,5,4,4,4,4,1,1,3,1,2,3,4,1,2,1,4.142857143,4.142857143,4.142857143,1.362770288,53,16,2,2,53,53,53,Own,5,5,Female,NA,5,5,5,13,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,13,11,2,8,5,10,8,10,5,7.388888889,1.888888889,2.944444444,4.666666667,6,4.111111111,5.222222222,18
138,309,Gage,NA,1,NA,1,NA,1,NA,1,1,1,NA,1,NA,1,NA,1,NA,1,NA,1,4,4,6,8,1,1,NA,NA,NA,NA,1,1,NA,1,1,9,2,4,0,0,5,7,7,7,2.645751311,5,5,4,5,4,4,5,4,4,4,5,1,1,1,1,2,2,2,1,1,1,4.571428571,4.571428571,4.571428571,1.19522861,42,7,2,2,42,42,42,Own,3,3,Male ,1,4,4,4,13,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,13,11,2,8,5,10,8,10,5,7.157894737,1.789473684,2.736842105,4.789473684,5.842105263,4.157894737,5.105263158,19
139,319,Gage,NA,NA,NA,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,4,4,4,4,0,1,0,0,0,1,0,0,0,1,1,5,2,2,1,1,0,10,10,10,3.16227766,4,4,4,4,4,4,4,4,4,4,4,1,3,1,1,2,1,1,1,1,1,4.333333333,4.333333333,4.333333333,1.290994449,41,3,2,1,43,43,43,Own,3,3,Male ,1,4,4,4,13,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,13,11,2,8,5,10,8,10,5,7.5,1.888888889,2.944444444,4.777777778,6.111111111,4.111111111,5.222222222,18
140,290,Gage,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,0,1,1,1,1,4,5,5,6,0,0,0,0,0,0,0,0,0,1,0,7,1,2,0,1,3,10,10,10,3.16227766,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,1,62,30,2,NA,66,66,66,Rent ,5,5,,7,3,3,3,13,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,13,11,2,8,5,10,8,10,5,7.388888889,1.944444444,3,4.666666667,5.944444444,4.111111111,5.166666667,18
141,347,Gage,1,1,NA,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,0,1,1,NA,1,5,6,6,7,1,1,0,0,0,1,0,1,0,0,0,7,1,2,0,0,4,8,8,8,2.828427125,5,5,4,5,5,4,5,5,5,5,5,1,1,1,1,3,1,1,1,3,2,4.666666667,4.666666667,4.666666667,1.154700538,56,32,4,0,58,58,58,Own,3,3,Female,1,5,5,5,13,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,13,11,2,8,5,10,8,10,5,7.263157895,1.842105263,2.842105263,4.684210526,5.894736842,4.105263158,5.105263158,19
142,360,Gage,1,1,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,1,1,NA,1,6,7,5,6,0,0,1,1,0,1,0,0,1,1,1,9,3,4,0,0,7,20,20,20,4.472135955,5,4,5,4,4,3,4,4,4,4,5,1,1,1,1,2,2,1,1,1,2,4.428571429,4.428571429,4.428571429,1.253566341,63,23,2,0,63,63,63,Own,3,3,Female,1,NA,,3.51,13,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,13,11,2,8,5,10,8,10,5,7.647058824,2,3.117647059,4.941176471,6.294117647,4.176470588,5.294117647,17
143,258,Linden,NA,1,NA,1,NA,NA,1,1,1,1,NA,1,NA,1,NA,1,NA,NA,NA,0,3,3,4,5,1,1,0,0,0,1,0,1,1,1,1,9,3,5,0,0,3,12,12,12,3.464101615,4,4,4,3,4,3,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,4.333333333,4.333333333,4.333333333,1.290994449,13,6,2,1,40,40,40,Own,3,3,Female,NA,NA,,3.51,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,8,6,2,4,4,7,6,7,2,5.8,0.8,2.2,2.6,4.6,2.2,3.6,5
144,850,Linden,NA,1,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,5,5,5,5,1,1,1,1,0,0,1,0,0,1,1,7,2,3,1,0,4,7,7,7,2.645751311,5,4,3,5,4,4,4,4,2,4,5,1,3,1,1,4,2,2,2,3,2,3.952380952,3.952380952,3.952380952,1.4309504,52,14,2,0,52,52,52,Own,5,5,Male ,1,NA,,3.51,11,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,11,10,1,6,5,9,6,8,4,6.375,1.25,2.5,4.75,4.625,4.125,4.125,8
145,969,Linden,NA,1,NA,1,1,NA,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,4,4,4,4,1,1,0,0,1,0,0,0,0,0,0,5,0,1,0,0,5,10,10,10,3.16227766,5,5,3,4,4,4,5,4,4,5,3,1,3,3,4,4,3,3,3,3,2,3.666666667,3.666666667,3.666666667,1.527525232,21,9,2,2,44,44,44,Own,5,5,Female,1,5,5,5,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,9,8,1,5,4,7,6,6,2,6.111111111,1.111111111,2.333333333,4.222222222,4.222222222,3.666666667,3.666666667,9
146,977,Linden,NA,NA,NA,0,NA,NA,NA,0,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,4,1,1,1,0,4,10,10,10,3.16227766,5,5,5,5,5,3,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4.904761905,4.904761905,4.904761905,1.046536237,57,38,2,0,57,57,57,Own,2,2,Female,1,NA,,3.51,9,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9,8,1,5,4,7,6,6,3,6.222222222,1.222222222,2,4.777777778,4.888888889,4.222222222,4.222222222,9
147,983,Linden,NA,NA,NA,0,NA,NA,NA,0,NA,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,3,3,4,4,1,1,0,0,1,1,0,0,1,0,0,5,2,2,1,0,0,NA,,9.56,,4,4,4,5,5,4,4,3,3,2,3,1,1,1,1,4,3,2,1,3,2,3.904761905,3.904761905,3.904761905,1.447493729,19,1,3,3,19,19,19,Own,2,2,Female,NA,NA,,3.51,9,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9,8,1,5,4,7,6,6,3,6,1.181818182,1.818181818,4.545454545,4.636363636,4.090909091,4.090909091,11
148,815,Linden,NA,1,NA,1,1,1,1,1,1,1,NA,1,NA,NA,NA,0,1,1,NA,1,4,5,6,7,0,0,0,0,0,0,1,0,1,0,0,8,2,3,0,0,3,12,12,12,3.464101615,5,5,NA,5,5,NA,5,NA,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,1,30,17,NA,NA,NA,,55.01,Own,5,5,Female,NA,NA,,3.51,9,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,9,8,1,5,4,7,6,6,3,5.6,1.3,1.7,4.1,4.2,3.8,3.8,10
149,256,Linden,NA,1,NA,1,NA,1,NA,1,1,1,NA,1,NA,NA,NA,0,1,1,NA,1,2,3,6,7,1,1,0,0,0,0,1,0,0,1,1,8,2,3,1,0,1,5,5,5,2.236067977,5,5,NA,4,4,2,5,4,5,4,4,2,1,1,1,4,3,2,3,2,2,4.05,4.05,4.05,1.396424004,8,1,2,0,37,37,37,Own,5,5,Male ,1,3,3,3,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,8,6,2,4,4,7,6,7,2,5.333333333,1,2.333333333,2,4,2,3,3
150,157,Lindenwood,1,1,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,6,6,6,6,1,1,0,0,0,1,0,0,0,1,1,7,2,3,1,0,6,25,25,25,5,5,4,3,4,4,3,5,4,4,4,5,1,2,2,2,4,2,3,2,2,2,3.952380952,3.952380952,3.952380952,1.4309504,40,2,2,1,47,47,47,Own,3,3,Female,1,5,5,5,16,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,16,13,3,11,5,13,10,12,7,5.875,0.875,1.75,5.25,4.625,5,4.25,8
151,176,Lindenwood,NA,NA,NA,0,1,NA,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,4,4,3,3,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,5,5,5,2.236067977,3,3,3,NA,5,NA,4,3,3,3,3,3,NA,NA,NA,3,3,3,NA,NA,NA,3.230769231,3.230769231,3.230769231,1.664100589,66,56,1,0,97,97,97,Own,NA,3.4,Female,1,1,1,1,16,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,16,13,3,11,5,13,10,12,7,6.666666667,1.333333333,2.5,5.5,5.5,5.333333333,5,6
152,144,Lindenwood,NA,NA,NA,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,5,5,5,5,1,1,1,1,0,0,1,0,0,1,1,6,2,2,0,0,6,15,15,15,3.872983346,5,5,3,4,5,NA,5,5,5,4,5,1,1,1,1,1,1,3,1,1,NA,4.684210526,4.684210526,4.684210526,1.147078669,35,12,2,2,43,43,43,Own,5,5,Male ,NA,NA,,3.51,16,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,16,13,3,11,5,13,10,12,7,6.444444444,1.111111111,2.222222222,5.666666667,4.888888889,5.222222222,4.444444444,9
153,140,Lindenwood,NA,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,0,5,5,5,6,1,1,1,1,0,1,0,0,1,0,0,8,2,4,1,1,7,18,18,18,4.242640687,5,4,3,3,2,1,4,4,4,4,5,1,1,1,1,1,1,3,1,1,1,4.142857143,4.142857143,4.142857143,1.362770288,27,6,2,1,49,49,49,Own,5,5,Male ,1,NA,,3.51,16,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,16,13,3,11,5,13,10,12,7,6.222222222,1.111111111,2,5.666666667,4.777777778,5.222222222,4.444444444,9
154,760,Lindenwood,1,NA,NA,1,1,1,NA,1,1,1,NA,1,1,NA,NA,1,1,1,NA,1,6,8,5,6,1,1,1,1,0,1,0,0,1,1,1,10,3,5,0,0,7,20,20,20,4.472135955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,4.07,,,,NA,NA,NA,,55.01,,NA,3.4,,NA,NA,,3.51,15,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,15,12,3,10,5,12,10,11,6,6,1,1.8,5.4,4.6,5,4.2,5
155,65,Lindenwood,1,1,NA,1,1,1,1,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,6,6,6,6,1,1,1,1,0,1,0,0,0,1,1,7,2,3,0,0,5,12,12,12,3.464101615,5,4,3,4,5,2,4,2,4,4,5,2,3,5,2,5,3,4,2,3,3,3.333333333,3.333333333,3.333333333,1.632993162,65,25,2,0,69,69,69,Own,5,5,Female,1,5,5,5,15,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,15,14,1,10,5,11,9,11,6,7.8,1.6,3,5.6,7,5,5.8,5
156,71,Lindenwood,NA,1,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,5,5,6,6,1,1,0,0,0,1,0,0,0,0,0,6,1,2,0,0,5,10,10,10,3.16227766,5,5,5,5,5,3,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,4.428571429,4.428571429,4.428571429,1.253566341,32,17,3,1,59,59,59,Own,5,5,Male ,1,NA,,3.51,15,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,15,14,1,10,5,11,9,11,6,8,1.8,3.2,5.8,7,5.2,5.8,5
157,167,Lindenwood,1,NA,NA,1,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,6,6,5,5,1,1,0,1,0,0,0,0,0,0,0,5,0,1,1,0,0,5,5,5,2.236067977,5,3,4,3,4,1,5,2,4,3,4,1,4,3,2,4,2,4,2,2,5,3.285714286,3.285714286,3.285714286,1.647508942,45,2,2,2,49,49,49,Own,3,3,Female,1,NA,,3.51,16,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,16,13,3,11,5,13,10,12,7,6.142857143,1.285714286,2.142857143,5,5,4.857142857,4.571428571,7
158,175,Lindenwood,1,1,NA,1,1,1,NA,1,NA,1,NA,1,NA,1,NA,1,NA,NA,NA,0,5,5,5,6,1,1,1,0,0,0,0,0,1,1,1,8,2,4,0,0,8,25,25,25,5,5,5,5,5,NA,3,5,5,5,5,5,1,1,2,4,5,1,2,1,4,2,4.25,4.25,4.25,1.322875656,65,46,2,0,75,75,75,Own,3,3,Female,1,NA,,3.51,16,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,16,13,3,11,5,13,10,12,7,6,1,1.833333333,5.333333333,5,5.166666667,4.666666667,6
159,615,Lindenwood,NA,NA,NA,0,1,1,NA,1,1,1,NA,1,NA,NA,NA,0,NA,NA,NA,0,4,4,4,4,1,1,1,1,0,0,0,0,1,0,0,4,1,1,1,0,1,6,6,6,2.449489743,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,3,3,2,3,4,3.666666667,3.666666667,3.666666667,1.527525232,30,9,2,3,NA,,55.01,Own,5,5,Female,NA,NA,,3.51,16,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,16,13,3,11,5,13,10,12,7,6.857142857,1.285714286,2.428571429,6.142857143,5.142857143,5.571428571,4.714285714,7
161,86,Lindenwood,NA,1,NA,1,NA,1,NA,1,NA,1,1,1,NA,NA,NA,0,1,1,1,1,3,4,6,7,1,1,1,1,0,1,1,0,0,0,0,8,2,3,0,0,2,5,5,5,2.236067977,5,5,3,5,3,3,4,4,3,4,5,1,3,1,2,2,2,1,1,1,1,4.238095238,4.238095238,4.238095238,1.327367606,58,5,5,0,58,58,58,Own,5,5,Male ,1,NA,,3.51,14,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,14,13,1,9,5,10,9,10,5,7.6,1.6,3,6,6.8,5.6,5.8,5
163,58,Lindenwood,NA,1,NA,1,1,1,NA,1,1,1,NA,1,NA,1,NA,1,NA,1,NA,1,5,5,6,8,1,1,1,1,0,1,0,1,1,1,1,10,3,5,0,0,6,20,20,20,4.472135955,5,5,4,5,3,4,5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.363636364,4.363636364,4.363636364,1.279204298,39,29,2,0,64,64,64,Own,5,5,Female,4,NA,,3.51,15,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,15,14,1,10,5,11,9,11,6,7.2,1.4,2.6,5.8,6.6,5.2,5.8,5
164,83,Lindenwood,1,1,NA,1,1,1,NA,1,1,1,NA,1,NA,1,NA,1,1,1,NA,1,6,7,6,8,1,1,1,0,0,0,0,0,0,1,1,8,1,3,1,0,3,8,8,8,2.828427125,5,3,4,4,4,3,5,4,5,3,5,1,2,2,2,3,2,2,2,2,2,4.047619048,4.047619048,4.047619048,1.397276262,37,12,3,0,NA,,55.01,Own,3,3,Female,1,NA,,3.51,14,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,14,13,1,9,5,10,9,10,5,7.6,1.8,3,5.4,6.6,5,5.8,5
165,832,Lindenwood,1,1,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,0,1,1,NA,1,6,7,5,6,1,1,1,1,0,0,0,0,1,0,0,7,1,2,1,0,1,5,5,5,2.236067977,5,4,4,4,4,3,4,4,4,4,4,1,1,1,1,4,3,3,1,3,3,3.952380952,3.952380952,3.952380952,1.4309504,42,17,2,0,60,60,60,Own,5,5,Female,1,5,5,5,14,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,14,13,1,9,5,10,9,10,5,7.8,1.8,3.2,5.4,7,5,6,5
